student_id,age,gender,region,school_type,socio_economic,parent_education,parent_income,enrollment_date,graduation_year,school_rank,previous_gpa,attendance_rate,study_hours_per_week,num_extracurriculars,internet_access,math_score,physics_score,chemistry_score,biology_score,literature_score,english_score,math_level,physics_level,literature_level,english_level,communication,teamwork,leadership,problem_solving,preferred_option,satisfaction
S101548,15,M,Nabeul,Private,Low,Secondary,48245.0,2021-09-20,2023,415,15.9,0.913,6.84,0,Home+Mobile,12.19,11.33,7.39,9.36,6.69,12.67,C,C,D,C,4.21,3.5,3.42,6.37,IT,3.0
S101605,18,M,Bizerte,Public,Low,Secondary,5842.0,2022-03-22,2025,434,12.48,0.986,0.77,2,School only,14.75,12.5,14.29,16.76,9.6,13.37,B,C,D,B,6.44,7.39,7.74,6.19,Science,2.0
S101696,15,Other,Sousse,Private,Low,Primary,26536.0,2022-01-28,2026,236,14.13,0.946,2.46,1,Mobile only,11.71,14.91,13.21,,15.93,9.82,C,B,B,D,5.37,2.87,2.16,8.67,Letters,3.0
S100170,18,F,Tozeur,Public,Medium,Secondary,1000.0,2021-10-13,2024,294,14.56,0.918,5.94,3,Home+Mobile,11.87,15.62,9.22,6.11,15.85,15.99,C,B,B,B,7.47,6.32,9.3,1.77,Letters,4.0
S100173,17,F,Bizerte,Private,Medium,PhD,15631.0,2021-10-31,2023,328,11.19,0.971,1.32,0,Home+Mobile,12.45,6.87,11.0,5.83,9.37,10.09,C,D,D,C,5.79,6.24,6.13,6.19,Engineering,2.0
S101599,19,F,Sfax,International,Low,Primary,22118.0,2022-02-12,2024,141,4.89,0.875,2.61,2,Home+Mobile,9.42,16.16,5.24,,7.02,4.73,D,A,D,D,6.28,5.52,10.0,4.66,IT,2.0
S100326,18,F,Tozeur,Public,Medium,Secondary,9087.0,2021-09-23,2025,281,11.17,0.893,3.92,0,Home+Mobile,11.2,13.48,4.66,3.65,7.37,12.67,C,B,D,C,,7.85,6.5,10.0,IT,3.0
S100503,19,F,Kairouan,Public,Medium,Secondary,25111.0,2022-09-03,2024,226,9.37,0.839,2.23,1,Mobile only,12.98,14.63,11.99,9.8,13.51,7.53,C,B,B,D,4.83,6.59,5.57,4.47,Science,3.0
S101279,17,F,Tozeur,Public,Low,Secondary,33491.0,2021-12-30,2023,298,11.03,0.993,5.82,0,Home+Mobile,11.41,11.39,14.78,4.12,11.98,11.47,C,C,C,C,7.02,,2.29,4.88,Engineering,2.0
S100409,16,M,Sfax,International,Medium,Secondary,37507.0,2021-09-30,2024,231,14.25,0.983,13.06,1,School only,15.43,5.91,12.1,4.36,13.49,5.61,B,D,B,D,6.92,6.37,8.0,9.15,Arts,3.0
S101670,17,M,Tunis,Private,Medium,PhD,17510.0,2022-01-20,2024,338,9.84,0.979,0.36,0,Home+Mobile,11.72,8.37,16.06,9.4,9.65,9.02,C,D,D,D,,5.26,4.56,6.94,Health,4.0
S100297,17,M,Kairouan,Public,Medium,Bachelor,14225.0,2022-01-11,2025,238,9.68,0.921,1.27,2,Mobile only,8.84,16.75,9.94,,10.81,14.29,D,A,C,B,8.36,,7.15,4.94,Letters,3.0
S101039,17,F,Tozeur,Public,Medium,None,14731.0,2022-10-17,2025,471,12.63,0.92,12.23,1,Home+Mobile,8.18,13.37,12.13,10.64,8.06,10.65,D,B,D,C,4.87,1.88,3.38,9.44,Letters,
S101319,16,F,Monastir,Public,Low,Bachelor,1322.0,2021-09-27,2024,180,10.19,0.931,4.58,1,School only,14.26,9.16,10.44,6.55,14.89,12.54,B,D,B,C,6.18,6.7,4.83,6.41,Engineering,2.0
S100769,19,F,Tozeur,Public,High,Primary,31531.0,2022-04-27,2023,423,13.53,0.815,0.58,0,Home+Mobile,13.07,11.86,11.01,,9.37,15.09,B,C,D,B,6.17,5.51,7.42,5.66,Engineering,2.0
S101178,19,F,Bizerte,Public,Medium,Primary,22025.0,2022-02-09,2026,259,10.57,0.951,0.91,3,Home+Mobile,14.48,4.33,13.77,3.02,16.23,10.33,B,D,A,C,4.54,6.99,10.0,8.75,Letters,2.0
S100721,16,F,Bizerte,Public,Low,Secondary,12125.0,2022-06-20,2026,296,12.2,0.861,1.63,1,Home+Mobile,11.91,15.46,13.63,11.3,9.07,,C,B,D,D,5.56,5.7,2.38,7.88,Arts,2.0
S101376,17,F,Gafsa,Public,Low,Secondary,25080.0,2021-09-16,2026,385,11.93,1.0,3.59,0,Home+Mobile,18.61,8.41,0.0,5.61,11.91,11.47,A,D,C,C,7.68,5.26,4.95,7.29,Economics,4.0
S100671,19,M,Monastir,Public,Low,Bachelor,22589.0,2022-05-21,2024,221,17.34,0.9,1.74,0,Home+Mobile,11.37,8.57,10.69,,17.31,10.67,C,D,A,C,3.49,6.34,7.77,8.24,Letters,3.0
S100648,19,M,Sousse,Public,Low,Secondary,26007.0,2022-06-23,2023,160,16.12,0.957,0.21,3,School only,15.56,6.86,17.21,,15.97,6.55,B,D,B,D,,7.61,7.79,3.72,Letters,3.0
S101043,18,M,Sousse,International,Medium,Secondary,17940.0,2021-10-21,2025,110,13.07,0.998,2.9,1,Home+Mobile,8.19,10.96,11.22,11.25,9.62,14.06,D,C,D,B,7.44,4.87,5.87,5.96,Letters,2.0
S101698,20,F,Monastir,Public,High,Primary,4062.0,2021-12-18,2025,20,11.77,0.917,4.15,3,Mobile only,16.39,17.36,11.13,2.47,20.0,15.91,A,A,A,B,4.29,5.76,5.59,8.45,Engineering,3.0
S101555,17,F,Kairouan,Public,Medium,Primary,34848.0,2021-09-27,2024,2,15.7,0.963,6.43,3,Mobile only,1.17,14.19,9.24,13.88,11.24,11.63,D,B,C,C,5.52,7.7,4.04,9.43,Science,2.0
S101985,16,F,Bizerte,Private,Medium,Secondary,26433.0,2023-01-10,2025,493,13.65,0.92,1.94,1,Home+Mobile,10.93,15.15,3.36,13.12,9.48,20.0,C,B,D,A,9.72,5.26,7.32,6.37,Arts,3.0
S100725,19,M,Nabeul,Public,High,None,23758.0,2021-09-05,2023,396,8.68,0.885,3.62,2,Home+Mobile,9.5,13.78,7.04,6.94,12.08,11.84,D,B,C,C,9.79,7.24,6.24,8.3,Arts,2.0
S101814,16,M,Sfax,Private,Medium,Primary,8318.0,2022-06-02,2026,385,14.38,0.868,3.67,7,Home+Mobile,14.74,14.7,16.16,4.31,9.77,12.32,B,B,D,C,4.69,8.3,5.31,6.71,IT,2.0
S100531,21,F,Bizerte,Public,Low,None,34277.0,2022-04-24,2023,203,"13,18",0.954,1.6,3,Home+Mobil,16.48,11.92,7.8,15.91,8.93,15.94,A,C,D,B,4.16,,3.4,8.71,Engineering,2.0
S100407,15,M,Gabes,Public,Medium,Secondary,8166.0,2022-01-30,2025,103,11.84,0.876,0.04,0,Mobile only,6.27,5.95,9.94,14.98,13.77,,D,D,B,B,7.31,4.22,5.22,3.49,Arts,2.0
S100199,19,M,Kairouan,International,Medium,Master,4062.0,2022-05-22,2025,489,12.86,0.895,0.5,4,Home+Mobile,11.81,6.33,19.93,7.03,16.66,10.2,C,D,A,C,5.06,,5.22,6.9,Letters,3.0
S100473,19,F,Bizerte,Private,Medium,Primary,32821.0,2021-11-05,2024,142,18.33,0.794,1.95,1,Home+Mobile,20.0,8.39,4.58,11.91,8.03,17.22,A,D,D,A,5.62,5.74,5.63,5.73,Letters,3.0
S100754,16,F,Kairouan,Public,Low,Master,32198.0,2022-03-19,2025,365,14.0,0.824,1.9,1,Home+Mobile,7.3,5.13,,7.33,9.19,,D,D,D,D,7.08,5.55,5.39,7.02,IT,2.0
S101071,17,F,Kairouan,Public,Medium,Master,11802.0,2022-04-25,2024,72,12.72,0.928,0.77,0,Mobile only,15.24,2.2,10.66,0.0,11.94,3.99,B,D,C,D,,4.51,8.16,7.76,IT,2.0
S100758,19,F,Monastir,Public,Medium,Secondary,19436.0,2021-11-23,2024,352,9.37,0.848,1.96,0,Mobile only,10.45,12.42,14.34,6.09,10.65,11.77,C,C,C,C,6.83,5.8,3.02,5.23,Economics,1.0
S100216,17,F,Tunis,Public,Medium,Secondary,14487.0,2022-09-09,2024,157,6.34,0.901,3.29,1,Mobile only,16.24,15.79,10.53,13.57,7.87,7.85,A,B,D,D,6.23,,6.61,10.0,Engineering,3.0
S100253,17,F,Sousse,Public,Medium,Primary,11646.0,2021-12-13,2023,254,15.3,0.95,0.13,0,Home+Mobile,7.07,12.13,16.15,14.63,10.26,15.1,D,C,C,B,4.87,8.04,5.33,5.69,Letters,3.0
S100152,16,F,Gafsa,Public,Low,Bachelor,21048.0,2021-11-23,2024,406,14.8,0.908,11.6,2,School only,4.32,14.72,17.2,8.89,8.78,12.07,D,B,D,C,9.32,5.48,6.73,6.4,IT,3.0
S101287,17,F,Sousse,Public,Medium,Bachelor,55615.0,2021-12-16,2024,202,15.19,1.0,8.81,1,Mobile only,18.17,12.98,12.23,10.4,12.67,10.03,A,C,C,C,,8.7,8.7,6.73,Science,3.0
S101580,17,F,Sfax,Vocational,High,Master,47608.0,2021-11-10,2025,104,9.08,0.894,8.51,0,School only,8.82,11.17,8.61,8.96,12.36,18.78,D,C,C,A,6.97,6.4,4.65,7.78,Letters,2.0
S101958,18,M,Monastir,Public,Low,Secondary,18569.0,2022-09-05,2024,487,9.25,0.846,5.28,3,Home+Mobile,15.99,13.82,,10.39,8.19,15.15,B,B,D,B,7.77,3.84,6.6,8.29,Engineering,2.0
S101267,17,F,Gabes,Public,Medium,PhD,20649.0,2022-04-01,2024,294,10.96,1.0,1.57,0,Mobile only,13.27,9.65,8.3,9.5,15.79,10.11,B,D,B,C,3.95,7.81,6.21,5.91,Letters,3.0
S101455,20,M,Monastir,International,Medium,Secondary,47762.0,2021-10-10,2025,126,11.61,0.893,8.81,0,None,11.85,15.2,11.9,10.31,13.38,11.43,C,B,B,C,5.25,6.64,6.88,10.0,Letters,3.0
S100981,19,M,Sousse,Public,Medium,Master,1054.0,2022-07-12,2024,132,12.41,0.87,7.79,0,Home+Mobile,13.11,14.16,17.09,6.54,13.33,9.24,B,B,B,D,7.37,6.58,5.0,9.53,Science,2.0
S100728,17,M,Bizerte,Private,Medium,Secondary,32239.0,2023-05-24,2025,419,13.3,0.916,0.98,2,Home+Mobile,9.48,12.2,11.79,11.86,11.16,,D,C,C,B,,4.29,6.1,6.56,Letters,2.0
S101627,18,F,Bizerte,Public,Medium,Master,12082.0,2021-09-10,2025,386,12.06,0.875,0.38,1,Home+Mobile,13.7,9.83,,8.79,17.49,,B,D,A,D,7.41,5.04,4.84,8.02,Arts,2.0
S101350,19,M, NABEUL,Public,Medium,"unknown
",7928.0,2022-11-20,2024,352,11.53,1.0,0.6,1,Home+Mobile,10.67,N/A,,,4.22,9.04,C,D,D,D,6.4,7.46,3.85,7.83,Letters,2.0
S100530,19,F,Sousse,Public,Medium,Primary,14146.0,2022-02-06,2024,467,14.64,0.923,1.25,0,Mobile only,17.65,12.5,9.83,11.25,17.47,13.73,A,C,A,B,6.64,5.14,3.97,8.78,Science,3.0
S101152,18,F,Monastir,Public,High,Bachelor,14450.0,2022-02-12,2023,435,9.53,0.85,6.62,0,Home+Mobile,14.7,13.49,10.63,,10.88,15.57,B,B,C,B,6.48,2.81,1.94,5.77,Science,3.0
S101485,17,F,Monastir,Public,Low,Primary,22622.0,2021-11-24,2023,244,11.87,0.973,7.19,2,Home+Mobile,13.52,6.11,12.29,12.57,15.25,16.84,B,D,B,A,4.41,7.38,8.46,8.28,Arts,3.0
S100240,20,F,Tozeur,Public,Medium,Master,17594.0,2022-01-07,2025,96,13.76,0.917,500.0,1,None,120.0,6.27,13.86,10.4,13.5,,B,D,B,D,6.01,7.81,7.06,3.49,Letters,2.0
S101453,18,M,Sfax,Vocational,Medium,Primary,11699.0,2021-10-07,2025,378,13.75,0.797,7.65,2,Home+Mobile,11.06,14.32,,7.14,14.64,16.28,C,B,B,A,5.12,6.54,3.0,4.65,Arts,3.0
S101989,18,F,Sfax,International,High,Secondary,36297.0,2021-11-15,2023,269,15.24,1.0,1.84,0,Mobile only,9.3,5.79,11.39,9.19,14.12,9.29,D,D,B,D,7.68,4.43,4.19,6.57,Letters,4.0
S100187,18,F,Tozeur,Public,Medium,Primary,26698.0,2021-11-18,2025,281,10.48,0.894,0.34,0,Home+Mobile,15.87,13.77,10.13,10.65,10.72,,B,B,C,D,4.99,3.61,5.18,6.63,Engineering,3.0
S100246,17,M,Nabeul,Public,Medium,Secondary,38348.0,2022-06-10,2025,440,14.0,0.846,15.29,1,Home+Mobile,20.0,1.52,9.87,15.03,12.64,13.56,A,D,C,B,6.4,4.0,5.82,6.12,Letters,3.0
S101022,20,F,Bizerte,Public,High,Secondary,29476.0,2022-02-09,2023,404,9.8,1.0,12.95,3,Home+Mobile,12.29,20.0,13.16,15.15,14.72,16.27,C,A,B,A,6.13,8.1,7.12,4.58,Engineering,3.0
S101732,18,M,Nabeul,Public,High,Primary,22610.0,2022-01-22,2025,489,11.61,0.954,1.5,0,Home+Mobile,13.57,8.7,7.21,3.4,12.64,13.17,B,D,C,B,5.44,5.39,5.1,10.0,Letters,3.0
S101509,19,M,Tozeur,Public,Low,Bachelor,15607.0,2022-05-08,2025,15,12.52,0.825,13.6,1,Mobile only,3.85,16.26,9.67,7.03,14.0,15.72,D,A,B,B,8.04,5.66,6.84,3.49,Arts,2.0
S100912,18,F,Tunis,Public,High,Bachelor,6270.0,2022-02-16,2024,197,10.31,0.865,9.4,2,Mobile only,16.22,10.9,10.16,12.45,12.53,9.22,A,C,C,D,3.61,,3.48,7.36,IT,3.0
S100692,18,M,Kairouan,Private,High,Secondary,19424.0,2021-12-14,2024,298,14.8,0.821,4.11,0,Mobile only,12.47,13.33,15.05,,11.34,6.03,C,B,C,D,5.14,6.51,6.94,6.74,Science,2.0
S100302,18,F,Nabeul,Public,Medium,Primary,15356.0,2021-09-13,2024,5,11.56,0.983,2.75,2,Home+Mobile,13.29,2.94,13.01,12.07,11.63,8.26,B,D,C,D,7.54,5.31,2.72,8.24,Economics,2.0
S100283,16,M,Gabes,Public,Medium,Bachelor,27559.0,2021-12-27,2026,145,13.06,0.944,14.42,3,None,11.61,8.27,8.77,6.5,7.54,7.35,C,D,D,D,7.83,9.02,2.92,5.21,Engineering,3.0
S101710,16,M,Gabes,Public,Medium,Secondary,35474.0,2022-10-02,2024,350,13.81,0.875,5.03,2,Mobile only,11.22,14.61,9.62,6.93,7.16,13.46,C,B,D,B,5.3,6.0,5.12,8.73,Letters,2.0
S100505,16,M,Gafsa,Private,Medium,Secondary,45203.0,2022-11-11,2025,155,7.95,0.92,13.41,0,Home+Mobile,10.23,9.82,14.03,8.97,9.0,16.81,C,D,D,A,5.57,6.74,4.82,6.89,Arts,3.0
S101945,18,M,Bizerte,Public,High,Primary,31947.0,2022-03-01,2025,62,9.38,0.972,4.86,2,Home+Mobile,7.84,12.23,,11.89,7.4,,D,C,D,A,3.77,4.52,5.62,3.94,Letters,
S100321,18,F,Tozeur,Public,Medium,Secondary,13960.0,2021-09-04,2024,490,12.75,0.896,1.54,2,Mobile only,13.98,16.71,16.58,,14.36,,B,A,B,C,6.26,9.64,7.34,7.72,Science,3.0
S101489,17,M,Sfax,Public,Low,Secondary,-5000.0,2021-12-07,2025,43,6.41,-0.2,4.95,1,School only,9.68,13.17,11.8,4.84,10.48,,D,B,C,B,,,2.67,8.76,Letters,2.0
S101391,16,F,Sfax,Public,Medium,Primary,19883.0,2021-12-24,2025,294,8.6,0.764,500.0,2,Home+Mobile,120.0,3.85,12.32,,8.73,9.15,A,D,D,D,2.99,4.03,7.59,9.37,IT,2.0
S100860,19,F,Monastir,Public,Low,Secondary,20772.0,2022-09-09,2025,122,8.71,0.886,0.25,0,School only,5.12,14.51,10.71,14.44,7.6,6.8,D,B,D,D,5.93,6.06,3.62,4.16,Health,2.0
S100621,17,F,Bizerte,Public,Low,Master,12155.0,2023-07-09,2026,386,15.29,0.924,5.02,1,Home+Mobile,10.6,15.67,11.88,12.11,14.48,9.31,C,B,B,D,8.29,5.77,7.98,8.32,Letters,3.0
S101123,19,M,Sfax,Vocational,Medium,Secondary,22988.0,2023-03-23,2024,127,14.18,0.887,4.4,1,Home+Mobile,13.38,10.06,14.2,12.0,7.79,5.67,B,C,D,D,7.44,9.24,5.82,6.35,Letters,3.0
S101347,17,M,Tozeur,Private,Medium,Primary,21210.0,2022-04-13,2025,480,10.33,0.923,1.63,1,Home+Mobile,11.54,12.61,14.69,6.81,9.73,17.24,C,C,D,A,5.27,8.27,5.92,8.68,Letters,3.0
S100122,17,Other,Kairouan,Public,Medium,Master,30964.0,2022-08-27,2023,181,11.54,1.0,2.05,2,Home+Mobile,4.27,9.19,11.89,12.78,9.31,4.82,D,D,D,D,4.14,4.52,2.74,5.98,Letters,2.0
S100833,16,M,Sfax,Public,High,Primary,13501.0,2022-07-22,2026,288,9.41,0.786,0.36,1,Mobile only,12.98,18.19,3.97,17.31,9.17,10.99,C,A,D,C,8.59,7.35,8.35,3.58,Science,2.0
S100510,18,M,Sousse,Public,Low,Secondary,35187.0,2022-05-18,2024,367,11.59,0.992,1.76,3,School only,6.53,14.76,4.47,12.39,12.05,,D,B,C,C,6.13,5.68,5.38,5.78,Economics,2.0
S100280,19,M,Sousse,Public,Low,Secondary,40000.0,2021-12-12,2025,360,13.68,0.805,2.37,2,Home+Mobile,15.03,16.28,11.73,10.94,8.52,9.29,B,A,D,D,4.99,3.64,5.27,7.38,Science,3.0
S101266,17,M,Nabeul,Public,High,Bachelor,1000.0,2021-10-09,2024,100,11.76,0.969,1.22,1,Home+Mobile,9.56,9.65,9.75,6.72,14.73,,D,D,B,D,,5.84,4.31,3.55,Letters,3.0
S101256,17,F,Sousse,Public,Medium,Secondary,4130.0,2021-12-01,2026,117,12.82,0.81,0.15,0,Home+Mobile,3.46,12.98,,11.65,11.85,11.98,D,C,C,C,10.0,6.04,5.03,5.19,IT,2.0
S101399,18,F,Gafsa,Public,Medium,Bachelor,34943.0,2022-08-27,2024,293,16.11,0.941,0.94,2,Home+Mobile,5.22,9.8,7.94,,8.71,12.85,D,D,D,C,5.93,7.42,2.01,6.08,Science,3.0
S101666,17,F,Tozeur,Public,Low,Secondary,6329.0,2022-09-13,2023,458,8.52,1.0,0.89,1,Home+Mobile,18.68,20.0,14.54,10.13,10.09,16.92,A,A,C,A,5.45,6.12,4.62,5.19,Science,2.0
S101118,17,M,Tunis,Public,Medium,Primary,7939.0,2022-04-27,2024,377,15.79,0.804,6.6,0,Home+Mobile,11.64,9.24,6.41,6.35,15.07,11.44,C,D,B,C,7.09,9.45,7.58,8.28,Letters,3.0
S101064,17,F,Nabeul,Public,Low,Bachelor,1000.0,2022-02-23,2026,249,11.87,0.848,6.3,1,Home+Mobile,15.75,10.54,7.75,11.38,11.12,17.47,B,C,C,A,9.39,5.5,8.8,4.83,Engineering,2.0
S100756,18,M, MONASTIR,Private,Low,"unknown
",17963.0,2022-04-22,2025,187,7.57,1.0,3.24,1,Home+Mobile,12.37,N/A,17.13,13.9,17.65,11.32,C,C,A,C,6.06,4.12,6.93,10.0,Letters,1.0
S100677,17,M,Sousse,International,Low,Primary,13599.0,2021-09-18,2024,453,15.67,0.873,1.23,0,Home+Mobile,11.29,15.77,16.22,14.21,12.77,12.45,C,B,C,C,8.6,5.6,4.07,3.84,Economics,3.0
S100518,21,F,Gafsa,Public,Low,Secondary,9243.0,2021-11-01,2024,454,13.89,0.877,6.63,2,Home+Mobile,13.86,8.46,10.09,15.54,17.12,7.47,B,D,A,D,3.57,7.27,3.96,6.76,Arts,2.0
S101941,17,F,Sousse,International,Medium,Bachelor,28663.0,2021-10-28,2025,208,13.09,0.91,1.31,1,School only,10.49,19.11,15.47,9.41,4.49,,C,A,D,C,5.92,7.96,5.92,5.72,Economics,2.0
S101523,16,M,Kairouan,Public,Medium,Secondary,14124.0,2022-06-06,2024,298,15.09,0.853,10.07,0,Home+Mobile,18.67,11.9,10.21,,10.26,10.58,A,C,C,C,5.72,7.45,3.58,4.94,Engineering,2.0
S100067,19,M,Tunis,Private,Medium,Secondary,43407.0,2021-11-23,2025,293,9.78,0.855,0.81,1,Mobile only,16.43,15.5,15.13,16.13,11.1,9.05,A,B,C,D,6.1,8.73,7.27,8.58,Science,2.0
S100332,15,F,Nabeul,Public,Medium,Secondary,18545.0,2023-01-30,2025,143,15.54,0.877,1.13,1,Home+Mobile,17.25,7.3,14.73,5.93,7.08,7.83,A,D,D,D,4.94,5.41,3.22,6.17,Economics,3.0
S100568,20,F,Monastir,Public,Low,Secondary,24600.0,2022-05-23,2026,243,13.15,0.781,0.32,0,Mobile only,7.88,11.34,14.43,13.68,11.09,10.58,D,C,C,C,7.72,7.9,5.27,4.05,Arts,2.0
S100875,16,M,Gabes,Private,Low,Primary,26544.0,2022-08-12,2025,197,12.63,0.949,4.02,0,None,11.89,15.52,13.98,14.93,14.3,9.73,C,B,B,D,,5.24,5.44,3.1,Letters,3.0
S101375,19,F,Kairouan,Public,Medium,Primary,31727.0,2021-10-10,2023,87,12.77,0.967,2.1,0,School only,13.59,14.65,12.98,4.39,17.03,11.32,B,B,A,C,6.99,7.59,3.67,8.44,Engineering,2.0
S101444,19,Other,Bizerte,Public,Medium,Bachelor,22333.0,2022-03-18,2023,221,10.49,0.809,4.97,4,Home+Mobile,16.69,10.02,,14.21,10.13,13.85,A,C,C,B,5.85,3.95,4.43,5.53,Letters,1.0
S101042,17,M,Tozeur,Private,Medium,None,16474.0,2021-12-11,2025,405,13.64,0.921,0.66,2,None,13.47,8.27,14.37,20.0,12.46,,B,D,C,C,6.22,4.63,6.3,5.52,Science,3.0
S100472,15,F,Bizerte,Public,Medium,Secondary,16076.0,2021-12-14,2024,199,"13,53",0.914,7.65,0,Home+Mobile,15.19,17.26,14.69,13.35,7.48,15.72,B,A,D,B,6.27,5.92,2.01,7.35,Science,3.0
S101898,17,F,Gabes,Public,Medium,Primary,25937.0,2022-07-22,2024,160,7.17,0.733,3.25,2,Mobile only,12.6,16.11,5.48,15.87,14.53,8.37,C,A,B,D,7.87,4.69,7.48,2.58,Engineering,2.0
S100511,17,F,Nabeul,Private,Medium,Secondary,14412.0,2023-10-04,2024,320,16.61,0.9,5.95,1,Mobile only,10.47,10.44,15.62,11.53,11.21,11.24,C,C,C,C,3.41,10.0,5.24,7.17,Economics,1.0
S100477,18,F,Tozeur,Public,Low,Master,50456.0,2022-01-14,2026,266,17.3,0.97,11.2,3,Home+Mobile,13.31,18.88,5.9,16.46,12.16,12.8,B,A,C,C,,2.54,7.47,4.39,Engineering,3.0
S100915,17,F,Bizerte,Public,Medium,Bachelor,31184.0,2022-02-03,2026,48,15.56,0.945,3.76,2,Home+Mobil,7.76,7.18,9.72,5.56,11.33,9.88,D,D,C,D,5.43,5.08,3.7,8.01,Letters,3.0
S101412,17,M,Gabes,Public,Medium,Secondary,21215.0,2023-02-15,2023,301,10.54,0.777,15.34,2,Mobile only,14.11,10.81,7.78,7.57,3.07,7.01,B,C,D,D,6.69,1.1,4.68,4.85,Arts,4.0
S100318,16,M,Tozeur,International,Medium,Bachelor,34436.0,2022-02-09,2025,159,10.6,0.885,6.99,3,Home+Mobile,9.0,7.2,14.61,9.29,15.06,16.68,D,D,B,A,6.46,6.41,7.23,3.91,Letters,2.0
S101996,20,M,Tozeur,Public,Low,Secondary,23341.0,2022-02-23,2024,64,16.41,1.0,0.78,0,Home+Mobile,12.79,7.39,17.36,6.41,17.41,9.23,C,D,A,D,7.69,6.79,6.56,3.99,Letters,2.0
S101733,17,F,Kairouan,Public,Medium,Bachelor,27805.0,2022-01-12,2026,219,15.22,0.907,10.18,2,Mobile only,14.76,2.93,11.52,7.99,11.03,12.86,B,D,C,C,4.93,7.04,6.87,7.27,IT,3.0
S101171,21,M,Sousse,Public,Medium,Bachelor,16091.0,2023-03-22,2024,442,11.83,1.0,1.82,1,Home+Mobile,3.41,18.9,5.76,15.99,11.49,15.84,D,A,C,B,5.3,3.53,6.64,2.96,Letters,3.0
S100581,21,F,Gabes,Private,Medium,Secondary,5906.0,2022-09-05,2024,394,10.44,0.785,3.26,1,Home+Mobile,18.08,7.45,10.37,11.84,11.66,14.27,A,D,C,B,6.41,4.0,7.14,6.39,Arts,3.0
S100132,16,F,Monastir,Public,Medium,Primary,28324.0,2021-11-11,2023,381,16.08,0.97,2.89,1,School only,16.52,11.44,17.05,7.92,19.25,15.0,A,C,A,B,6.5,4.6,7.57,4.48,Engineering,3.0
S101739,17,F,Bizerte,Public,Medium,Master,27209.0,2022-01-03,2023,323,14.49,0.991,1.48,1,Home+Mobile,10.3,10.98,9.98,9.63,11.74,12.96,C,C,C,C,5.41,7.28,2.88,7.45,Economics,3.0
S100856,15,M,Sfax,International,Medium,Secondary,19691.0,2021-11-20,2024,59,10.76,0.959,1.31,2,Home+Mobile,10.43,7.53,5.43,8.22,13.5,14.09,C,D,B,B,9.8,7.36,3.72,5.3,Letters,3.0
S101343,18,M,Tozeur,Public,Medium,Secondary,16675.0,2021-11-16,2023,169,14.75,0.887,2.85,0,None,7.59,6.36,9.17,11.91,18.32,8.61,D,D,A,D,6.11,4.91,8.16,7.68,Letters,3.0
S101095,16,F,Monastir,Public,Medium,Bachelor,16153.0,2021-12-09,2024,51,11.82,0.857,1.45,1,Mobile only,9.48,16.79,,8.45,10.28,12.1,D,A,C,C,,6.66,5.21,7.68,Arts,2.0
S101966,16,M,Bizerte,International,Medium,Primary,43606.0,2022-02-05,2023,105,12.84,0.854,2.66,1,Mobile only,14.53,9.3,,9.97,16.28,2.14,B,D,A,D,7.45,,9.12,6.13,Letters,2.0
S100368,16,M,Kairouan,Public,Low,Secondary,12294.0,2021-09-27,2024,134,8.73,0.847,3.69,3,Home+Mobile,10.09,9.9,16.88,17.43,6.93,8.95,C,D,D,D,4.86,6.06,7.0,2.38,Science,3.0
S100732,18,M,Sousse,Public,High,Secondary,3247.0,2021-09-06,2023,301,10.76,0.842,1.62,3,None,6.2,4.86,12.31,6.93,12.98,12.66,D,D,C,C,7.36,2.48,3.45,6.09,Letters,2.0
S101375,19,F,Kairouan,Public,Medium,Primary,31727.0,2021-10-10,2023,87,12.77,0.967,2.1,0,School only,13.59,14.65,12.98,4.39,17.03,11.32,B,B,A,C,6.99,7.59,3.67,8.44,Engineering,2.0
S100125,17,F,Sfax,Public,Low,Master,11827.0,2021-10-25,2024,393,12.58,1.0,0.79,1,None,12.56,17.74,12.39,12.49,14.34,6.78,C,A,B,D,7.13,8.67,3.7,6.12,Science,3.0
S101950,16,M,Sfax,Private,Low,Primary,33365.0,2022-03-23,2025,240,9.72,0.814,2.01,3,Home+Mobile,16.32,10.4,,13.45,10.41,15.68,A,C,C,B,5.96,4.77,6.69,6.44,Letters,3.0
S101051,18,F,Nabeul,Vocational,Medium,Secondary,26117.0,2022-03-14,2026,96,12.93,0.828,0.86,0,Home+Mobile,15.37,10.86,8.83,11.11,11.87,12.02,B,C,C,C,4.58,,4.56,4.59,IT,3.0
S100256,20,F,Bizerte,Private,Medium,Secondary,20729.0,2021-10-17,2023,463,13.21,0.968,2.9,1,Mobile only,9.56,16.95,10.95,6.72,7.88,8.04,D,A,D,D,8.04,,9.65,5.24,Letters,3.0
S101983,17,M,Tunis,Public,Medium,Primary,26718.0,2022-05-25,2025,185,12.83,0.92,0.12,1,Mobile only,12.47,13.78,11.88,4.94,8.9,17.27,C,B,D,A,7.36,7.47,6.04,4.64,Engineering,3.0
S101121,20,M,Gabes,Public,Medium,Primary,16914.0,2022-02-17,2024,341,16.5,0.95,1.66,1,School only,7.3,6.02,11.42,3.51,7.44,9.22,D,D,D,D,2.57,4.19,4.13,6.32,Letters,1.0
